Domain,Ligand,Replica,Frame,dG_bind
JH2,253,1,099,-23.97572671999999
JH2,253,2,000,-26.718213519999708
JH2,253,2,001,-27.510863919999885
JH2,253,2,002,-30.085639199999964
JH2,253,2,003,-30.762370639999858
JH2,253,2,004,-28.474330320000345
JH2,253,2,005,-28.426503359999824
JH2,253,2,006,-27.652882159999628
JH2,253,2,007,-25.835969440000284
JH2,253,2,008,-29.533789760000186
JH2,253,2,009,-28.847415679999887
JH2,253,2,010,-22.801497039999862
JH2,253,2,011,-27.39815680000007
JH2,253,2,012,-22.40555248000012
JH2,253,2,013,-26.506553520000224
JH2,253,2,014,-26.25472759999996
JH2,253,2,015,-24.184360799999716
JH2,253,2,016,-28.229871039999807
JH2,253,2,017,-27.586085999999817
JH2,253,2,018,-33.65423175999983
JH2,253,2,019,-25.058142399999475
JH2,253,2,020,-26.250579519999786
JH2,253,2,021,-27.575045040000184
JH2,253,2,022,-30.34909367999993
JH2,253,2,023,-27.518546239999537
JH2,253,2,024,-26.929550159999724
JH2,253,2,025,-30.146747440000027
JH2,253,2,026,-27.85524399999996
JH2,253,2,027,-33.444173999999705
JH2,253,2,028,-32.36980407999968
JH2,253,2,029,-29.663726079999794
JH2,253,2,030,-28.511768480000036
JH2,253,2,031,-30.292321680000157
JH2,253,2,032,-28.978273679999425
JH2,253,2,033,-29.060176559999917
JH2,253,2,034,-32.46324952000017
JH2,253,2,035,-30.452002800000393
JH2,253,2,036,-32.007623040000055
JH2,253,2,037,-34.3282853599998
JH2,253,2,038,-33.84747119999983
JH2,253,2,039,-29.839182959999803
JH2,253,2,040,-31.346133520000063
JH2,253,2,041,-32.96725912000012
JH2,253,2,042,-29.985428720000385
JH2,253,2,043,-31.54953287999954
JH2,253,2,044,-30.576962639999735
JH2,253,2,045,-29.701777839999586
JH2,253,2,046,-30.85170383999995
JH2,253,2,047,-30.81930879999986
JH2,253,2,048,-25.844894399999724
JH2,253,2,049,-28.823437680000616
JH2,253,2,050,-29.237633520000244
JH2,253,2,051,-31.25096056000018
JH2,253,2,052,-29.061873280000142
JH2,253,2,053,-28.77895415999963
JH2,253,2,054,-26.94742375999986
JH2,253,2,055,-29.457697680000305
JH2,253,2,056,-28.623121280000035
JH2,253,2,057,-29.1038770400003
JH2,253,2,058,-27.34772456000023
JH2,253,2,059,-32.24296287999998
JH2,253,2,060,-35.62438183999982
JH2,253,2,061,-31.92867648000024
JH2,253,2,062,-30.638574159999685
JH2,253,2,063,-29.895935999999896
JH2,253,2,064,-28.542550399999868
JH2,253,2,065,-29.963363280000195
JH2,253,2,066,-29.11052375999973
JH2,253,2,067,-29.952480159999936
JH2,253,2,068,-27.66557679999994
JH2,253,2,069,-29.251226640000002
JH2,253,2,070,-26.574156079999856
JH2,253,2,071,-32.40926112000011
JH2,253,2,072,-28.22740351999992
JH2,253,2,073,-29.32238680000017
JH2,253,2,074,-28.97227359999948
JH2,253,2,075,-29.064713360000212
JH2,253,2,076,-29.422860480000132
JH2,253,2,077,-26.13397519999974
JH2,253,2,078,-29.63997224000009
JH2,253,2,079,-27.648102880000017
JH2,253,2,080,-27.01675231999966
JH2,253,2,081,-27.599641520000556
JH2,253,2,082,-31.228347999999848
JH2,253,2,083,-30.774143359999638
JH2,253,2,084,-30.323534960000003
JH2,253,2,085,-29.569162160000396
JH2,253,2,086,-32.88811696000058
JH2,253,2,087,-24.141095280000194
JH2,253,2,088,-33.12700951999981
JH2,253,2,089,-30.587005200000284
JH2,253,2,090,-29.750882080000082
JH2,253,2,091,-29.315563040000015
JH2,253,2,092,-28.466983119999437
JH2,253,2,093,-30.224957279999916
JH2,253,2,094,-32.96114336000028
JH2,253,2,095,-30.03402199999978
JH2,253,2,096,-33.8604512799998
JH2,253,2,097,-32.261157440000034
JH2,253,2,098,-30.28078455999976
JH2,253,2,099,-28.902115840000185
JH2,253,3,000,-22.23722680000013
JH2,253,3,001,-24.782256320000307
JH2,253,3,002,-24.330190160000285
JH2,253,3,003,-24.316369120000317
JH2,253,3,004,-26.738853119999927
JH2,253,3,005,-28.724728000000198
JH2,253,3,006,-27.18275279999973
JH2,253,3,007,-27.400680319999644
JH2,253,3,008,-24.597557520000038
JH2,253,3,009,-27.83879544000025
JH2,253,3,010,-32.6143344800002
JH2,253,3,011,-30.499019120000455
JH2,253,3,012,-30.255786960000258
JH2,253,3,013,-27.745272640000124
JH2,253,3,014,-26.926041439999846
JH2,253,3,015,-28.12716248000004
JH2,253,3,016,-27.955462480000314
JH2,253,3,017,-27.055804399999758
JH2,253,3,018,-24.040331200000434
JH2,253,3,019,-24.85508728000009
JH2,253,3,020,-26.95730400000039
JH2,253,3,021,-22.752428480000145
JH2,253,3,022,-25.589621520000225
JH2,253,3,023,-28.743493999999732
JH2,253,3,024,-27.564090880000208
JH2,253,3,025,-34.60217039999972
JH2,253,3,026,-36.38555983999955
JH2,253,3,027,-28.44431224000043
JH2,253,3,028,-25.57994343999995
JH2,253,3,029,-33.38376663999975
JH2,253,3,030,-25.115714160000227
JH2,253,3,031,-32.18346967999938
JH2,253,3,032,-31.955546959999843
JH2,253,3,033,-25.788956000000237
JH2,253,3,034,-31.53140287999996
JH2,253,3,035,-29.353472640000504
JH2,253,3,036,-29.223739920000163
JH2,253,3,037,-28.56382056000028
JH2,253,3,038,-30.697309760000028
JH2,253,3,039,-30.861466640000312
JH2,253,3,040,-26.285129839999627
JH2,253,3,041,-34.672517840000125
JH2,253,3,042,-31.10587639999985
JH2,253,3,043,-32.80648976000006
JH2,253,3,044,-26.977019839999805
JH2,253,3,045,-31.14560416000025
JH2,253,3,046,-31.32731752000022
JH2,253,3,047,-27.859656159999922
JH2,253,3,048,-32.14387464000001
JH2,253,3,049,-28.830600880000066
JH2,253,3,050,-27.597804080000152
JH2,253,3,051,-32.289487439999895
JH2,253,3,052,-30.764549920000164
JH2,253,3,053,-34.54950543999974
JH2,253,3,054,-35.87712207999984
JH2,253,3,055,-33.292334479999695
JH2,253,3,056,-36.77604999999964
JH2,253,3,057,-35.55290535999935
JH2,253,3,058,-36.62844296000055
JH2,253,3,059,-26.767612319999877
JH2,253,3,060,-29.470847199999916
JH2,253,3,061,-32.172928240000225
JH2,253,3,062,-31.540375039999955
JH2,253,3,063,-32.41754559999977
JH2,253,3,064,-29.561204399999852
JH2,253,3,065,-29.962648880000096
JH2,253,3,066,-31.976309359999906
JH2,253,3,067,-28.840925439999772
JH2,253,3,068,-31.334298719999573
JH2,253,3,069,-30.687653919999676
JH2,253,3,070,-29.29936639999992
JH2,253,3,071,-33.00823895999955
JH2,253,3,072,-31.251893920000533
JH2,253,3,073,-30.243225439999684
JH2,253,3,074,-30.337546959999926
JH2,253,3,075,-29.43881960000032
JH2,253,3,076,-29.286456959999963
JH2,253,3,077,-34.28619488000033
JH2,253,3,078,-29.780094319999456
JH2,253,3,079,-28.040160879999874
JH2,253,3,080,-32.26809384000024
JH2,253,3,081,-29.753181599999763
JH2,253,3,082,-30.120695839999595
JH2,253,3,083,-31.999473200000317
JH2,253,3,084,-32.68109863999989
JH2,253,3,085,-26.349959200000207
JH2,253,3,086,-29.524149279999968
JH2,253,3,087,-30.928301119999915
JH2,253,3,089,-35.20521088000029
JH2,253,3,090,-36.60763095999998
JH2,253,3,091,-25.272993200000045
JH2,253,3,092,-28.80838903999951
JH2,253,3,093,-35.15810975999999
JH2,253,3,094,-34.998040400000185
JH2,253,3,095,-30.063847199999515
JH2,253,3,096,-27.21582943999979
JH2,253,3,097,-26.68382728000029
JH2,253,3,098,-28.635986799999717
JH2,253,3,099,-30.09214983999989
JH2,306,1,000,-28.377131680000005
JH2,306,1,001,-31.546583599999845
JH2,306,1,002,-30.171864640000376
JH2,306,1,003,-33.878836479999926
JH2,306,1,004,-29.788482240000075
JH2,306,1,005,-30.68341648000015
JH2,306,1,006,-29.90409703999972
JH2,306,1,007,-28.928545360000044
JH2,306,1,008,-32.43580463999994
JH2,306,1,009,-27.392875679999943
JH2,306,1,010,-27.06422727999999
JH2,306,1,011,-30.195147599999743
JH2,306,1,012,-33.31862143999999
JH2,306,1,013,-32.459432399999805
JH2,306,1,014,-33.20900088000021
JH2,306,1,015,-32.16156895999989
JH2,306,1,016,-29.783763040000217
JH2,306,1,017,-32.93253616000029
JH2,306,1,018,-37.76746656000032
JH2,306,1,019,-35.39971056000021
JH2,306,1,020,-31.9399036800001
JH2,306,1,021,-31.84420328
JH2,306,1,022,-30.877022240000635
JH2,306,1,023,-34.56714048000012
JH2,306,1,024,-33.10065679999956
JH2,306,1,025,-31.678050559999804
JH2,306,1,026,-31.969691919999903
JH2,306,1,027,-33.32727456000023
JH2,306,1,028,-33.05494320000013
JH2,306,1,029,-33.09587848000021
JH2,306,1,030,-31.36653184000034
JH2,306,1,031,-29.218259279999785
JH2,306,1,032,-31.58923871999989
JH2,306,1,033,-33.60651720000017
JH2,306,1,034,-31.778797280000063
JH2,306,1,035,-32.82382935999955
JH2,306,1,036,-32.45995544000011
JH2,306,1,037,-31.288377040000118
JH2,306,1,038,-31.800613679999664
JH2,306,1,039,-30.368767120000115
JH2,306,1,040,-30.109562960000154
JH2,306,1,041,-26.66194599999984
JH2,306,1,042,-28.70383135999991
JH2,306,1,043,-30.791677440000164
JH2,306,1,044,-33.28293479999985
JH2,306,1,045,-31.860116880000373
JH2,306,1,046,-28.430120959999957
JH2,306,1,047,-31.15148063999995
JH2,306,1,048,-32.47680087999974
JH2,306,1,049,-26.31858487999991
JH2,306,1,050,-28.512923759999875
JH2,306,1,051,-29.55137183999979
JH2,306,1,052,-28.745615919999914
JH2,306,1,053,-27.52375295999991
JH2,306,1,054,-31.852576319999976
JH2,306,1,055,-28.870016399999898
JH2,306,1,056,-28.789036479999922
JH2,306,1,057,-33.39534256000012
JH2,306,1,058,-29.162791200000424
JH2,306,1,059,-28.198376799999654
JH2,306,1,060,-31.811802800000024
JH2,306,1,061,-30.917810959999898
JH2,306,1,062,-25.689392480000002
JH2,306,1,063,-27.635514639999947
JH2,306,1,064,-30.52832952000005
JH2,306,1,065,-31.621093199999834
JH2,306,1,066,-29.503925200000225
JH2,306,1,067,-33.36557735999969
JH2,306,1,068,-32.75097719999994
JH2,306,1,069,-27.66610247999986
JH2,306,1,070,-32.24647607999975
JH2,306,1,071,-31.31625696000006
JH2,306,1,072,-32.90655775999991
JH2,306,1,073,-28.679421280000394
JH2,306,1,074,-30.268057519999736
JH2,306,1,075,-31.19133199999986
JH2,306,1,076,-31.277005119999853
JH2,306,1,077,-26.99097959999998
JH2,306,1,078,-27.948565840000274
JH2,306,1,079,-28.967738240000397
JH2,306,1,080,-26.279945199999965
JH2,306,1,081,-31.346552319999418
JH2,306,1,082,-31.664980560000274
JH2,306,1,083,-31.65287359999946
JH2,306,1,084,-30.83680824000023
JH2,306,1,085,-30.60631176000011
JH2,306,1,086,-29.153325039999714
JH2,306,1,087,-29.569009279999978
JH2,306,1,088,-30.53639776000034
JH2,306,1,089,-29.631532160000297
JH2,306,1,090,-29.989303600000184
JH2,306,1,091,-29.142696720000476
JH2,306,1,092,-29.339966319999846
JH2,306,1,093,-30.40796503999969
JH2,306,1,094,-31.151379839999795
JH2,306,1,095,-33.095887520000105
JH2,306,1,096,-30.36900551999959
JH2,306,1,097,-35.4030531200003
JH2,306,1,098,-30.792874479999448
JH2,306,1,099,-30.65117680000013
JH2,306,2,000,-29.903570959999968
JH2,306,2,001,-28.222611840000205
JH2,306,2,002,-32.27687864000025
JH2,306,2,003,-33.84676176000033
JH2,306,2,004,-31.080498000000304
JH2,306,2,005,-33.90422712000015
JH2,306,2,006,-34.97712487999993
JH2,306,2,007,-34.02985247999983
JH2,306,2,008,-33.25983863999984
JH2,306,2,009,-34.221894879999795
JH2,306,2,010,-29.6964171199995
JH2,306,2,011,-32.50730832000049
JH2,306,2,012,-30.943360800000228
JH2,306,2,013,-32.05341559999983
JH2,306,2,014,-33.158596000000216
JH2,306,2,015,-32.25790855999989
JH2,306,2,016,-34.693901439999664
JH2,306,2,017,-30.527849040000312
JH2,306,2,018,-33.10321439999996
JH2,306,2,019,-31.243074079999374
JH2,306,2,020,-36.06144927999996
JH2,306,2,021,-28.912920640000515
JH2,306,2,022,-35.33708416000018
JH2,306,2,023,-31.296108320000187
JH2,306,2,024,-30.350469280000432
JH2,306,2,025,-33.26216655999981
JH2,306,2,026,-30.613326879999885
JH2,306,2,027,-32.061750320000606
JH2,306,2,028,-30.41238903999988
JH2,306,2,029,-32.94969088000005
JH2,306,2,030,-33.40915728000015
JH2,306,2,031,-29.80400079999997
JH2,306,2,032,-32.89896615999997
JH2,306,2,033,-33.096258959999446
JH2,306,2,034,-29.334160719999772
JH2,306,2,035,-32.98380720000007
JH2,306,2,036,-27.91070943999953
JH2,306,2,037,-34.573594799999825
JH2,306,2,038,-34.67749952000011
JH2,306,2,039,-34.31890079999975
JH2,306,2,040,-31.646051839999615
JH2,306,2,041,-34.63232111999995
JH2,306,2,042,-31.349156640000267
JH2,306,2,043,-33.995859840000115
JH2,306,2,044,-35.443139040000375
JH2,306,2,045,-32.411839360000094
JH2,306,2,046,-31.811242880000457
JH2,306,2,047,-32.255842720000096
JH2,306,2,048,-34.050390800000045
JH2,306,2,049,-36.11297663999988
JH2,306,2,050,-33.424533359999764
JH2,306,2,051,-35.41416695999964
JH2,306,2,052,-30.148755999999786
JH2,306,2,053,-30.5324812799998
JH2,306,2,054,-30.190521039999958
JH2,306,2,055,-28.39012704000003
JH2,306,2,056,-33.73754335999978
JH2,306,2,057,-33.27284824000018
JH2,306,2,058,-27.92602735999988
JH2,306,2,059,-26.42641016000055
JH2,306,2,060,-31.817867920000158
JH2,306,2,061,-31.585867920000105
JH2,306,2,062,-30.68662616000012
JH2,306,2,063,-30.25156184000079
JH2,306,2,064,-26.70070311999975
JH2,306,2,065,-34.46409296000026
JH2,306,2,066,-30.804630399999613
JH2,306,2,067,-33.00393344000039
JH2,306,2,068,-32.56227487999946
JH2,306,2,069,-31.020317920000156
JH2,306,2,070,-31.389385360000126
JH2,306,2,071,-30.642985119999857
JH2,306,2,072,-35.27939272000014
JH2,306,2,073,-30.060872720000464
JH2,306,2,074,-28.708784080000246
JH2,306,2,075,-26.81081416000021
JH2,306,2,076,-30.75345447999962
JH2,306,2,077,-31.581396959999974
JH2,306,2,078,-37.368799120000226
JH2,306,2,079,-31.05241984000027
JH2,306,2,080,-33.38085591999996
JH2,306,2,081,-31.12226344000036
JH2,306,2,082,-31.54798423999996
JH2,306,2,083,-35.6468330399995
JH2,306,2,084,-32.87489112000017
JH2,306,2,085,-31.435490880000323
JH2,306,2,086,-36.24365360000002
JH2,306,2,087,-34.49640719999998
JH2,306,2,088,-33.05794191999991
JH2,306,2,089,-31.624828239999797
JH2,306,2,090,-29.961054800000056
JH2,306,2,091,-32.59897896000001
JH2,306,2,092,-30.918636079999665
JH2,306,2,093,-34.11936832000047
JH2,306,2,094,-31.45042472000008
JH2,306,2,095,-33.91962919999949
JH2,306,2,096,-32.0909055999999
JH2,306,2,097,-34.10765656000008
JH2,306,2,098,-34.32193680000041
JH2,306,2,099,-29.106816319999893
JH2,306,3,000,-28.406650160000154
JH2,306,3,001,-28.154910320000123
JH2,306,3,002,-33.3390018400002
JH2,306,3,003,-28.35679608000003
JH2,306,3,004,-29.839415040000098
JH2,306,3,005,-31.969192479999904
JH2,306,3,006,-33.81930672000007
JH2,306,3,007,-30.1475928799997
JH2,306,3,008,-30.64824295999945
JH2,306,3,009,-32.907679039999984
JH2,306,3,010,-38.00839632000008
JH2,306,3,011,-33.6311255199996
JH2,306,3,012,-31.06324800000014
JH2,306,3,013,-33.475271039999804
JH2,306,3,014,-30.73859367999964
JH2,306,3,015,-32.43182975999974
JH2,306,3,016,-31.37366864000009
JH2,306,3,017,-29.606740559999615
JH2,306,3,018,-30.037676239999456
JH2,306,3,019,-30.89618592000004
JH2,306,3,020,-33.0460557599996
JH2,306,3,021,-33.31738152000028
JH2,306,3,022,-30.6189996800001
JH2,306,3,023,-31.908053359999826
JH2,306,3,024,-29.964651839999785
JH2,306,3,025,-33.43509176000022
JH2,306,3,026,-31.604689199999683
JH2,306,3,027,-31.066602319999713
JH2,306,3,028,-31.527695600000065
JH2,306,3,029,-34.37982344000039
JH2,306,3,030,-32.12397632000021
JH2,306,3,031,-22.245851600000126
JH2,306,3,032,-26.488062240000037
JH2,306,3,033,-27.74359983999947
JH2,306,3,034,-30.963540799999883
JH2,306,3,035,-28.797600959999386
JH2,306,3,036,-31.89503991999943
JH2,306,3,037,-33.15927943999965
JH2,306,3,038,-33.26630496000011
JH2,306,3,039,-33.4234412799999
JH2,306,3,040,-31.6339559200001
JH2,306,3,041,-28.231343999999552
JH2,306,3,042,-32.26316927999958
JH2,306,3,043,-33.43268783999943
JH2,306,3,044,-32.13367104000006
JH2,306,3,045,-30.042268639999964
JH2,306,3,046,-30.727851439999966
JH2,306,3,047,-34.28624215999976
JH2,306,3,048,-29.77075520000035
JH2,306,3,049,-29.749746640000208
JH2,306,3,050,-30.675132800000274
JH2,306,3,051,-32.10618111999989
JH2,306,3,052,-30.655448479999706
JH2,306,3,053,-32.85553280000009
JH2,306,3,054,-29.041669280000356
JH2,306,3,055,-29.21334320000038
JH2,306,3,056,-28.464455519999987
JH2,306,3,057,-31.372638720000243
JH2,306,3,058,-29.896680559999957
JH2,306,3,059,-29.709471359999885
JH2,306,3,060,-29.582842719999768
JH2,306,3,061,-31.99851280000015
JH2,306,3,062,-31.52400080000028
JH2,306,3,063,-28.10206560000004
JH2,306,3,064,-33.02222624000005
JH2,306,3,065,-30.54555927999984
JH2,306,3,066,-31.89833783999977
JH2,306,3,067,-34.52276872000029
JH2,306,3,068,-34.26056968000041
JH2,306,3,069,-32.399406559999726
JH2,306,3,070,-32.7414819200001
JH2,306,3,071,-34.507830720000044
JH2,306,3,072,-32.48054655999993
JH2,306,3,073,-35.40253911999993
JH2,306,3,074,-29.93665055999997
JH2,306,3,075,-30.585818639999527
JH2,306,3,076,-29.704639919999344
JH2,306,3,077,-33.93987688000024
JH2,306,3,078,-31.93727887999974
JH2,306,3,079,-31.607964800000303
JH2,306,3,080,-31.2304749600002
JH2,306,3,081,-32.17365047999985
JH2,306,3,082,-31.985913999999852
JH2,306,3,083,-35.27875968000005
JH2,306,3,084,-28.50085936000001
JH2,306,3,085,-31.090606
JH2,306,3,086,-34.15132199999987
JH2,306,3,087,-35.55922855999981
JH2,306,3,088,-31.45066040000046
JH2,306,3,090,-29.92303280000022
JH2,306,3,091,-29.932528400000113
JH2,306,3,092,-33.11453856000014
JH2,306,3,093,-30.798940960000024
JH2,306,3,094,-30.834934800000152
JH2,306,3,095,-28.641955199999757
JH2,306,3,096,-30.047425840000486
JH2,306,3,097,-30.339434479999717
JH2,306,3,098,-33.130289119999716
JH2,306,3,099,-31.31686999999989
